Customer Id,Claim
H11242,1
H11245,1
H11247,1
H11248,1
H11249,1
H1125,1
H11250,1
H11251,1
H11252,1
H11254,1
H11255,1
H1126,1
H11264,1
H11267,1
H11268,1
H11269,1
H1127,1
H11273,1
H11274,1
H11275,1
H11277,1
H11279,1
H1128,1
H11281,1
H11284,1
H11287,1
H11289,1
H1129,1
H11290,1
H11291,1
H11292,1
H11295,1
H11296,1
H11299,1
H1130,1
H11302,1
H11303,1
H11304,1
H11305,1
H11307,1
H11308,1
H11309,1
H1131,1
H11311,1
H11313,1
H11314,1
H11315,1
H11316,1
H11317,1
H11318,1
H11319,1
H11321,1
H11322,1
H11324,1
H11325,1
H11326,1
H11327,1
H11329,1
H1133,1
H11331,1
H11332,1
H11333,1
H11336,1
H11339,1
H11340,1
H11341,1
H11345,1
H11346,1
H11350,1
H11351,1
H11353,1
H11355,1
H11356,1
H1136,1
H11361,1
H11362,1
H11363,1
H11364,1
H11365,1
H11368,1
H11369,1
H11370,1
H11371,1
H11372,1
H11375,1
H11376,1
H11378,1
H11379,1
H11381,1
H11382,1
H11385,1
H11386,1
H11387,1
H1139,1
H11390,1
H11391,1
H11394,1
H11397,1
H11398,1
H11400,1
H11401,1
H11402,1
H11404,1
H11406,1
H11407,1
H11408,1
H1141,1
H11415,1
H11416,1
H11417,1
H11419,1
H1142,1
H11420,1
H11423,1
H11426,1
H11427,1
H11429,1
H1143,1
H11430,1
H11431,1
H11433,1
H11435,1
H11436,1
H11437,1
H11439,1
H11440,1
H11443,1
H11445,1
H11446,1
H11449,1
H11450,1
H11452,1
H11453,1
H11454,1
H11455,1
H11456,1
H11459,1
H1146,1
H11462,1
H11464,1
H11465,1
H11468,1
H1147,1
H11473,1
H11474,1
H11476,1
H11477,1
H11478,1
H1148,1
H11480,1
H11481,1
H11482,1
H11483,1
H11484,1
H11486,1
H11488,1
H11490,1
H11494,1
H11495,1
H11496,1
H11497,1
H11498,1
H11499,1
H11500,1
H11501,1
H11502,1
H11508,1
H11509,1
H1151,1
H11510,1
H11511,1
H11512,1
H11513,1
H11518,1
H11519,1
H1152,1
H11521,1
H11522,1
H11523,1
H11524,1
H11525,1
H11528,1
H11530,1
H11531,1
H11532,1
H11534,1
H11535,1
H11536,1
H11541,1
H11544,1
H11545,1
H11546,1
H11547,1
H11548,1
H11549,1
H11550,1
H11551,1
H11554,1
H11557,1
H11558,1
H11562,1
H11563,1
H11564,1
H11565,1
H11566,1
H11568,1
H11569,1
H1157,1
H11570,1
H11574,1
H11577,1
H11581,1
H11582,1
H11583,1
H11584,1
H11588,1
H1159,1
H11590,1
H11592,1
H11593,1
H11594,1
H11598,1
H1160,1
H11603,1
H11605,1
H11606,1
H11607,1
H11612,1
H11613,1
H11614,1
H11615,1
H11616,1
H11622,1
H11624,1
H11625,1
H11626,1
H11628,1
H1163,1
H11630,1
H11631,1
H11632,1
H11634,1
H11639,1
H1164,1
H11640,1
H11643,1
H11645,1
H11646,1
H11647,1
H11648,1
H1165,1
H11650,1
H11651,1
H11652,1
H11653,1
H11655,1
H11656,1
H11658,1
H11659,1
H1166,1
H11661,1
H11663,1
H11665,1
H11667,1
H11669,1
H1167,1
H11673,1
H11674,1
H11675,1
H11677,1
H11679,1
H11680,1
H11681,1
H11684,1
H11685,1
H11686,1
H11688,1
H11689,1
H1169,1
H11693,1
H11696,1
H11698,1
H117,1
H1170,1
H11701,1
H11702,1
H11703,1
H11706,1
H11707,1
H11708,1
H11709,1
H1171,1
H11710,1
H11711,1
H11712,1
H11713,1
H11714,1
H11715,1
H11716,1
H11717,1
H11719,1
H1172,1
H11720,1
H11721,1
H11725,1
H11726,1
H11727,1
H11729,1
H1173,1
H11730,1
H11731,1
H11737,1
H1174,1
H11740,1
H11742,1
H11743,1
H11744,1
H11745,1
H11747,1
H11748,1
H1175,1
H11750,1
H11755,1
H11757,1
H11760,1
H11761,1
H11762,1
H11765,1
H11766,1
H11767,1
H11768,1
H1177,1
H11772,1
H11773,1
H11776,1
H11782,1
H11784,1
H11785,1
H11786,1
H11787,1
H11788,1
H11789,1
H11790,1
H11791,1
H11793,1
H11794,1
H11795,1
H11796,1
H11797,1
H11798,1
H1180,1
H11803,1
H11804,1
H11809,1
H1181,1
H11810,1
H11811,1
H11814,1
H11815,1
H11817,1
H1182,1
H11823,1
H11824,1
H1183,1
H11830,1
H11831,1
H11832,1
H11833,1
H11834,1
H11836,1
H11837,1
H11839,1
H1184,1
H11840,1
H11842,1
H11846,1
H11847,1
H1185,1
H11850,1
H11854,1
H11859,1
H1186,1
H11860,1
H11865,1
H11866,1
H11868,1
H11869,1
H1187,1
H11870,1
H11873,1
H11876,1
H11877,1
H11879,1
H1188,1
H11880,1
H11882,1
H11884,1
H11885,1
H11886,1
H11887,1
H11888,1
H1189,1
H11892,1
H11893,1
H11894,1
H11896,1
H11897,1
H11898,1
H119,1
H1190,1
H11900,1
H11901,1
H11903,1
H11904,1
H11905,1
H11907,1
H11908,1
H11909,1
H11913,1
H11915,1
H11917,1
H11918,1
H11920,1
H11921,1
H11922,1
H11923,1
H11925,1
H11927,1
H1193,1
H11932,1
H11933,1
H11935,1
H11936,1
H11937,1
H11939,1
H1194,1
H11940,1
H11941,1
H11942,1
H11943,1
H11945,1
H11946,1
H11948,1
H11949,1
H1195,1
H11950,1
H11952,1
H11953,1
H11955,1
H1196,1
H11960,1
H11961,1
H11963,1
H11965,1
H1197,1
H11973,1
H11974,1
H11978,1
H11979,1
H1198,1
H11980,1
H11983,1
H11987,1
H11988,1
H1199,1
H11990,1
H11991,1
H11992,1
H11993,1
H11994,1
H11995,1
H11996,1
H11998,1
H11999,1
H1200,1
H12001,1
H12003,1
H12004,1
H12006,1
H12008,1
H1201,1
H12012,1
H12015,1
H12017,1
H12019,1
H12022,1
H1203,1
H12034,1
H12036,1
H12037,1
H12039,1
H12043,1
H12044,1
H12045,1
H12046,1
H12047,1
H12048,1
H1205,1
H12050,1
H12051,1
H12053,1
H12054,1
H12056,1
H12057,1
H12059,1
H1206,1
H12060,1
H12061,1
H12062,1
H12068,1
H1207,1
H12071,1
H12072,1
H12074,1
H1208,1
H12080,1
H12081,1
H12082,1
H12086,1
H1209,1
H12090,1
H12091,1
H1210,1
H12102,1
H12103,1
H12106,1
H12107,1
H12108,1
H12111,1
H12112,1
H12113,1
H12114,1
H12118,1
H12121,1
H12122,1
H12124,1
H12125,1
H12126,1
H12127,1
H12129,1
H12132,1
H12134,1
H12136,1
H1214,1
H12141,1
H12142,1
H12143,1
H12148,1
H1215,1
H12151,1
H12152,1
H12154,1
H12155,1
H12156,1
H12160,1
H12161,1
H12162,1
H12164,1
H12166,1
H1217,1
H12170,1
H12171,1
H12172,1
H12173,1
H12174,1
H12176,1
H12177,1
H12178,1
H1218,1
H12180,1
H12183,1
H12184,1
H12186,1
H12187,1
H12188,1
H12189,1
H1219,1
H12190,1
H12191,1
H12196,1
H12197,1
H12199,1
H122,1
H12206,1
H12207,1
H12209,1
H12212,1
H12213,1
H12217,1
H1222,1
H12228,1
H12230,1
H12231,1
H12232,1
H12234,1
H12236,1
H12237,1
H12238,1
H12239,1
H1224,1
H12240,1
H12242,1
H12243,1
H1225,1
H12252,1
H1226,1
H12262,1
H12263,1
H12268,1
H1227,1
H12282,1
H12285,1
H1229,1
H12293,1
H12294,1
H12296,1
H123,1
H12300,1
H12304,1
H12306,1
H12307,1
H12312,1
H12313,1
H12316,1
H12328,1
H12329,1
H1233,1
H12330,1
H12331,1
H12332,1
H12333,1
H12334,1
H12335,1
H12339,1
H12343,1
H12344,1
H12345,1
H12346,1
H12349,1
H1235,1
H12350,1
H12351,1
H12358,1
H1236,1
H12360,1
H12361,1
H12362,1
H12363,1
H12367,1
H12368,1
H12369,1
H1237,1
H12370,1
H12371,1
H12375,1
H12376,1
H12380,1
H12383,1
H12384,1
H12388,1
H1239,1
H12394,1
H12396,1
H12397,1
H124,1
H12402,1
H12408,1
H12409,1
H12412,1
H12413,1
H12414,1
H12415,1
H12416,1
H12418,1
H1242,1
H12420,1
H12424,1
H12425,1
H12426,1
H12427,1
H12428,1
H1243,1
H12430,1
H12431,1
H12433,1
H12436,1
H12437,1
H12438,1
H12439,1
H1244,1
H12445,1
H12447,1
H12448,1
H12449,1
H1245,1
H12450,1
H12452,1
H12453,1
H12454,1
H12456,1
H12457,1
H1246,1
H12465,1
H12466,1
H1247,1
H12483,1
H12484,1
H12485,1
H12486,1
H12490,1
H12491,1
H12496,1
H12499,1
H125,1
H12501,1
H12506,1
H12507,1
H12512,1
H12513,1
H12515,1
H12516,1
H12518,1
H12519,1
H12522,1
H12526,1
H12527,1
H12528,1
H1253,1
H12530,1
H12532,1
H12537,1
H12539,1
H12544,1
H12546,1
H12547,1
H12549,1
H1255,1
H12550,1
H12551,1
H12553,1
H12555,1
H12558,1
H12559,1
H1256,1
H12560,1
H12562,1
H12563,1
H12565,1
H12568,1
H12569,1
H1257,1
H12575,1
H12576,1
H12577,1
H12578,1
H12579,1
H12580,1
H12581,1
H12583,1
H12584,1
H12586,1
H12589,1
H1259,1
H12590,1
H12591,1
H12594,1
H12599,1
H12601,1
H7479,1
H748,1
H7480,1
H7482,1
H7483,1
H7484,1
H7487,1
H7488,1
H7489,1
H749,1
H7490,1
H7493,1
H7494,1
H7495,1
H7497,1
H7499,1
H75,1
H7500,1
H7501,1
H7504,1
H7505,1
H7507,1
H7510,1
H7511,1
H7512,1
H7514,1
H7515,1
H7516,1
H7517,1
H7518,1
H7519,1
H7520,1
H7521,1
H7522,1
H7524,1
H7525,1
H7529,1
H7531,1
H7532,1
H7535,1
H7539,1
H754,1
H7540,1
H7541,1
H7542,1
H7543,1
H7544,1
H7545,1
H7546,1
H7548,1
H7551,1
H7553,1
H7554,1
H7556,1
H7557,1
H7558,1
H7559,1
H756,1
H7560,1
H7561,1
H7564,1
H7566,1
H7571,1
H7573,1
H7575,1
H7576,1
H7577,1
H7579,1
H7580,1
H7581,1
H7582,1
H7583,1
H7584,1
H7585,1
H7586,1
H7587,1
H7588,1
H7589,1
H759,1
H7590,1
H7591,1
H7593,1
H7594,1
H7595,1
H7597,1
H7599,1
H76,1
H760,1
H7601,1
H7603,1
H7604,1
H7606,1
H7607,1
H7614,1
H7615,1
H7616,1
H7618,1
H7620,1
H7622,1
H7623,1
H7624,1
H7625,1
H7630,1
H7631,1
H7634,1
H7635,1
H7636,1
H7637,1
H7641,1
H7642,1
H7644,1
H7646,1
H7648,1
H7649,1
H765,1
H7651,1
H7653,1
H7654,1
H7655,1
H7658,1
H7660,1
H7661,1
H7663,1
H7664,1
H7665,1
H7666,1
H7667,1
H7671,1
H7673,1
H7675,1
H7676,1
H7677,1
H7678,1
H768,1
H7680,1
H7681,1
H7682,1
H7683,1
H7687,1
H7689,1
H7690,1
H7691,1
H7696,1
H7697,1
H7699,1
H770,1
H7700,1
H7709,1
H771,1
H7710,1
H7711,1
H7712,1
H7720,1
H7721,1
H7722,1
H7726,1
H7727,1
H7728,1
H7729,1
H773,1
H7735,1
H7736,1
H7739,1
H7740,1
H7741,1
H7742,1
H7744,1
H7745,1
H7751,1
H7753,1
H7754,1
H7755,1
H7756,1
H7757,1
H7759,1
H7761,1
H7762,1
H7763,1
H7764,1
H7765,1
H7768,1
H7771,1
H7772,1
H7773,1
H7774,1
H7775,1
H7776,1
H7778,1
H7780,1
H7781,1
H7782,1
H7783,1
H7784,1
H7785,1
H7786,1
H7789,1
H779,1
H7790,1
H7791,1
H7793,1
H7794,1
H7795,1
H7799,1
H780,1
H7800,1
H7803,1
H7806,1
H7807,1
H7809,1
H7812,1
H7813,1
H7814,1
H7815,1
H7816,1
H7821,1
H7824,1
H7826,1
H7827,1
H7828,1
H7829,1
H7830,1
H7831,1
H7832,1
H7833,1
H7836,1
H7837,1
H7839,1
H7840,1
H7842,1
H7844,1
H7847,1
H7848,1
H7849,1
H7850,1
H7852,1
H7853,1
H7854,1
H7855,1
H7857,1
H7859,1
H7860,1
H7861,1
H7863,1
H7864,1
H7865,1
H7868,1
H7870,1
H7871,1
H7873,1
H7880,1
H7881,1
H7882,1
H7883,1
H7884,1
H7885,1
H7886,1
H7887,1
H7888,1
H7889,1
H7891,1
H7892,1
H7894,1
H7895,1
H79,1
H7900,1
H7901,1
H7902,1
H7905,1
H7907,1
H7908,1
H7909,1
H7910,1
H7912,1
H7913,1
H792,1
H7921,1
H7924,1
H7925,1
H7926,1
H7927,1
H7928,1
H7929,1
H793,1
H7932,1
H7936,1
H7943,1
H7945,1
H7946,1
H7947,1
H7948,1
H795,1
H7950,1
H7951,1
H7952,1
H7953,1
H7955,1
H7958,1
H7961,1
H7963,1
H7964,1
H7968,1
H7969,1
H797,1
H7970,1
H7971,1
H7973,1
H7976,1
H7978,1
H7980,1
H7981,1
H7982,1
H7983,1
H7984,1
H7985,1
H7986,1
H7988,1
H799,1
H7990,1
H7991,1
H7992,1
H7993,1
H7994,1
H7996,1
H7999,1
H8,1
H800,1
H8000,1
H8002,1
H8003,1
H8004,1
H8005,1
H8006,1
H8008,1
H8009,1
H8010,1
H8012,1
H8013,1
H8014,1
H8015,1
H8016,1
H8017,1
H8019,1
H8021,1
H8023,1
H8024,1
H8025,1
H8028,1
H8029,1
H803,1
H8030,1
H8031,1
H8032,1
H8033,1
H8034,1
H8039,1
H8040,1
H8041,1
H8042,1
H8043,1
H8044,1
H8045,1
H8046,1
H8049,1
H805,1
H8054,1
H8057,1
H806,1
H8061,1
H8062,1
H8069,1
H807,1
H8075,1
H8076,1
H8077,1
H8078,1
H8079,1
H8080,1
H8082,1
H8084,1
H8085,1
H8086,1
H8087,1
H809,1
H8090,1
H8091,1
H8092,1
H8093,1
H8095,1
H8096,1
H8098,1
H8099,1
H8100,1
H8101,1
H8102,1
H8103,1
H8104,1
H8105,1
H8108,1
H8109,1
H811,1
H8126,1
H8128,1
H8129,1
H8130,1
H8132,1
H8138,1
H814,1
H8140,1
H8145,1
H8149,1
H815,1
H8150,1
H8152,1
H8154,1
H8156,1
H8158,1
H8159,1
H816,1
H8160,1
H8161,1
H8162,1
H8163,1
H8164,1
H8165,1
H8166,1
H8167,1
H8168,1
H8169,1
H817,1
H8171,1
H8172,1
H8174,1
H8177,1
H8178,1
H8179,1
H8180,1
H8181,1
H8182,1
H8183,1
H8184,1
H8185,1
H8186,1
H8187,1
H819,1
H8191,1
H8192,1
H8193,1
H8194,1
H8195,1
H8196,1
H8199,1
H8200,1
H8202,1
H8203,1
H8204,1
H8205,1
H8206,1
H8208,1
H821,1
H8210,1
H8211,1
H8213,1
H8214,1
H8215,1
H8216,1
H8217,1
H8218,1
H8219,1
H822,1
H8221,1
H8222,1
H8223,1
H8224,1
H8225,1
H8226,1
H8228,1
H8229,1
H8230,1
H8232,1
H8233,1
H8234,1
H8235,1
H8236,1
H8237,1
H8238,1
H8239,1
H8240,1
H8241,1
H8243,1
H8244,1
H8245,1
H8246,1
H8248,1
H8249,1
H8250,1
H8253,1
H8255,1
H8256,1
H826,1
H8260,1
H8261,1
H8262,1
H8263,1
H8264,1
H8266,1
H8268,1
H8269,1
H8270,1
H8271,1
H8272,1
H8273,1
H8278,1
H8280,1
H8281,1
H8282,1
H8283,1
H8286,1
H8288,1
H8295,1
H8297,1
H8299,1
H8300,1
H8301,1
H8302,1
H8304,1
H8305,1
H8306,1
H8307,1
H8310,1
H8312,1
H8313,1
H8314,1
H8315,1
H8318,1
H8322,1
H8323,1
H8324,1
H8325,1
H8326,1
H8327,1
H8328,1
H8329,1
H8330,1
H8331,1
H8334,1
H834,1
H835,1
H8350,1
H8354,1
H8355,1
H8356,1
H8357,1
H8358,1
H8359,1
H8360,1
H8361,1
H8362,1
H8363,1
H8364,1
H8365,1
H8366,1
H8367,1
H8369,1
H837,1
H8370,1
H8371,1
H8373,1
H8375,1
H8377,1
H8379,1
H838,1
H8380,1
H8381,1
H8383,1
H8384,1
H8385,1
H839,1
H8390,1
H8391,1
H8393,1
H8394,1
H840,1
H8400,1
H8401,1
H8403,1
H8406,1
H8407,1
H8411,1
H8412,1
H8413,1
H8414,1
H8415,1
H8416,1
H8420,1
H8421,1
H8422,1
H8424,1
H8425,1
H8426,1
H8429,1
H8430,1
H8431,1
H8432,1
H8434,1
H8436,1
H8437,1
H8439,1
H8440,1
H8441,1
H8449,1
H845,1
H8452,1
H8455,1
H8456,1
H8457,1
H8458,1
H8460,1
H8461,1
H8462,1
H8463,1
H8464,1
H8465,1
H8466,1
H8468,1
H8471,1
H8472,1
H8474,1
H8475,1
H8476,1
H8477,1
H8478,1
H8480,1
H8482,1
H8483,1
H8484,1
H8485,1
H8486,1
H8487,1
H8488,1
H8489,1
H8491,1
H8492,1
H8493,1
H8494,1
H8495,1
H8496,1
H8497,1
H8499,1
H8501,1
H8502,1
H8504,1
H8505,1
H8506,1
H8507,1
H8510,1
H8511,1
H8513,1
H8514,1
H8515,1
H8516,1
H8517,1
H8518,1
H8519,1
H852,1
H8521,1
H8522,1
H8523,1
H8526,1
H8527,1
H8528,1
H8529,1
H853,1
H8531,1
H8532,1
H8534,1
H8535,1
H8536,1
H8537,1
H8538,1
H8539,1
H8540,1
H8541,1
H8542,1
H8544,1
H8545,1
H8546,1
H8547,1
H8548,1
H8550,1
H8551,1
H8552,1
H8553,1
H8557,1
H8559,1
H8561,1
H8562,1
H8564,1
H8565,1
H8567,1
H8569,1
H8571,1
H8572,1
H8573,1
H8576,1
H8577,1
H8578,1
H8579,1
H8580,1
H8581,1
H8582,1
H8586,1
H8587,1
H859,1
H8590,1
H8592,1
H8593,1
H8594,1
H8595,1
H8596,1
H860,1
H8600,1
H8601,1
H8602,1
H8603,1
H8604,1
H8605,1
H8609,1
H861,1
H8611,1
H8618,1
H862,1
H8620,1
H8621,1
H8622,1
H8624,1
H8626,1
H8628,1
H8629,1
H8632,1
H8633,1
H8634,1
H8635,1
H8636,1
H864,1
H8641,1
H8643,1
H8645,1
H8648,1
H8649,1
H865,1
H8650,1
H8651,1
H8652,1
H8654,1
H8656,1
H8657,1
H8658,1
H866,1
H8660,1
H8661,1
H8663,1
H8665,1
H8666,1
H8667,1
H8670,1
H8671,1
H8673,1
H8674,1
H8675,1
H8677,1
H8678,1
H868,1
H8680,1
H8681,1
H8682,1
H8683,1
H8684,1
H8687,1
H869,1
H8691,1
H8692,1
H870,1
H8703,1
H8704,1
H8706,1
H8707,1
H8710,1
H8715,1
H8716,1
H8721,1
H8722,1
H8725,1
H8726,1
H8727,1
H8728,1
H8729,1
H873,1
H8731,1
H8733,1
H8735,1
H8737,1
H8738,1
H8739,1
H8741,1
H8743,1
H8746,1
H8747,1
H8748,1
H8749,1
H875,1
H8750,1
H8751,1
H8752,1
H8754,1
H8756,1
H8757,1
H8758,1
H8759,1
H8760,1
H8761,1
H8762,1
H8763,1
H8764,1
H8767,1
H8773,1
H8774,1
H8775,1
H8776,1
H8777,1
H878,1
H8780,1
H8782,1
H8783,1
H8784,1
H8786,1
H8793,1
H8795,1
H8797,1
H8805,1
H8807,1
H8808,1
H8809,1
